village,month,house,place,method,hour,species,Abdomenstatus,ParRate,id
Santi,2_juillet,2,Indoor,CSH,1,Ag,Aj,NA,Santi2_juillet2IndoorCSH1AgAj
Santi,2_juillet,2,Indoor,CSH,2,Ag,Aj,1,Santi2_juillet2IndoorCSH2AgAj
Santi,2_juillet,2,Indoor,CSH,2,Ag,Aj,0,Santi2_juillet2IndoorCSH2AgAj
Santi,2_juillet,2,Indoor,CSH,3,Ag,Aj,1,Santi2_juillet2IndoorCSH3AgAj
Santi,2_juillet,2,Indoor,CSH,3,Ag,Aj,NA,Santi2_juillet2IndoorCSH3AgAj
Santi,2_juillet,2,Indoor,CSH,3,Ag,Aj,1,Santi2_juillet2IndoorCSH3AgAj
Santi,2_juillet,2,Indoor,CSH,3,Ag,Aj,1,Santi2_juillet2IndoorCSH3AgAj
Santi,2_juillet,2,Indoor,CSH,3,Ag,Aj,1,Santi2_juillet2IndoorCSH3AgAj
Santi,2_juillet,2,Indoor,CSH,4,Ag,Aj,1,Santi2_juillet2IndoorCSH4AgAj
Santi,2_juillet,2,Outdoor,CSH,0,Ag,Aj,NA,Santi2_juillet2OutdoorCSH0AgAj
Santi,2_juillet,3,Indoor,CSH,1,Ag,Aj,0,Santi2_juillet3IndoorCSH1AgAj
Santi,2_juillet,3,Outdoor,CSH,22,Ag,Aj,0,Santi2_juillet3OutdoorCSH22AgAj
Santi,2_juillet,3,Outdoor,CSH,23,Ag,Aj,0,Santi2_juillet3OutdoorCSH23AgAj
Santi,2_juillet,4,Outdoor,CSH,0,Ag,Aj,1,Santi2_juillet4OutdoorCSH0AgAj
Santi,3_aout,1,Indoor,CSH,22,Ag,Aj,NA,Santi3_aout1IndoorCSH22AgAj
Santi,3_aout,1,Indoor,CSH,23,Ag,Aj,1,Santi3_aout1IndoorCSH23AgAj
Santi,3_aout,1,Indoor,CSH,23,Ag,Aj,1,Santi3_aout1IndoorCSH23AgAj
Santi,3_aout,1,Indoor,CSH,0,Ag,Aj,1,Santi3_aout1IndoorCSH0AgAj
Santi,3_aout,1,Indoor,CSH,0,Ag,Aj,1,Santi3_aout1IndoorCSH0AgAj
Santi,3_aout,1,Indoor,CSH,0,Ag,Aj,1,Santi3_aout1IndoorCSH0AgAj
Santi,3_aout,1,Indoor,CSH,0,Ag,Aj,0,Santi3_aout1IndoorCSH0AgAj
Santi,3_aout,1,Indoor,CSH,1,Ag,Aj,NA,Santi3_aout1IndoorCSH1AgAj
Santi,3_aout,1,Indoor,CSH,1,Ag,Aj,NA,Santi3_aout1IndoorCSH1AgAj
Santi,3_aout,1,Indoor,CSH,1,Ag,Aj,0,Santi3_aout1IndoorCSH1AgAj
Santi,3_aout,1,Indoor,CSH,1,Ag,Aj,1,Santi3_aout1IndoorCSH1AgAj
Santi,3_aout,1,Indoor,CSH,1,Ag,Aj,NA,Santi3_aout1IndoorCSH1AgAj
Santi,3_aout,1,Indoor,CSH,2,Ag,Aj,1,Santi3_aout1IndoorCSH2AgAj
Santi,3_aout,1,Indoor,CSH,2,Ag,Aj,0,Santi3_aout1IndoorCSH2AgAj
Santi,3_aout,1,Indoor,CSH,3,Ag,Aj,0,Santi3_aout1IndoorCSH3AgAj
Santi,3_aout,1,Indoor,CSH,3,Ag,Aj,1,Santi3_aout1IndoorCSH3AgAj
Santi,3_aout,1,Indoor,CSH,3,Ag,Aj,1,Santi3_aout1IndoorCSH3AgAj
Santi,3_aout,1,Indoor,CSH,3,Ag,Aj,1,Santi3_aout1IndoorCSH3AgAj
Santi,3_aout,1,Indoor,CSH,3,Ag,Aj,1,Santi3_aout1IndoorCSH3AgAj
Santi,3_aout,1,Indoor,CSH,3,Ag,Aj,1,Santi3_aout1IndoorCSH3AgAj
Santi,3_aout,1,Indoor,CSH,3,Ag,Aj,1,Santi3_aout1IndoorCSH3AgAj
Santi,3_aout,1,Indoor,CSH,3,Ag,Aj,1,Santi3_aout1IndoorCSH3AgAj
Santi,3_aout,1,Indoor,CSH,4,Ag,Aj,1,Santi3_aout1IndoorCSH4AgAj
Santi,3_aout,1,Indoor,CSH,4,Ag,Aj,1,Santi3_aout1IndoorCSH4AgAj
Santi,3_aout,1,Indoor,CSH,4,Ag,Aj,1,Santi3_aout1IndoorCSH4AgAj
Santi,3_aout,1,Indoor,CSH,4,Ag,Aj,1,Santi3_aout1IndoorCSH4AgAj
Santi,3_aout,1,Indoor,CSH,5,Ag,Aj,1,Santi3_aout1IndoorCSH5AgAj
Santi,3_aout,1,Outdoor,CSH,22,Ag,Aj,0,Santi3_aout1OutdoorCSH22AgAj
Santi,3_aout,1,Outdoor,CSH,22,Ag,Aj,0,Santi3_aout1OutdoorCSH22AgAj
Santi,3_aout,1,Outdoor,CSH,23,Ag,Aj,0,Santi3_aout1OutdoorCSH23AgAj
Santi,3_aout,1,Outdoor,CSH,23,Ag,Aj,1,Santi3_aout1OutdoorCSH23AgAj
Santi,3_aout,1,Outdoor,CSH,23,Ag,Aj,1,Santi3_aout1OutdoorCSH23AgAj
Santi,3_aout,1,Outdoor,CSH,23,Ag,Aj,0,Santi3_aout1OutdoorCSH23AgAj
Santi,3_aout,1,Outdoor,CSH,0,Ag,Aj,0,Santi3_aout1OutdoorCSH0AgAj
Santi,3_aout,1,Outdoor,CSH,0,Ag,Aj,1,Santi3_aout1OutdoorCSH0AgAj
Santi,3_aout,1,Outdoor,CSH,1,Ag,Aj,0,Santi3_aout1OutdoorCSH1AgAj
Santi,3_aout,1,Outdoor,CSH,1,Ag,Aj,0,Santi3_aout1OutdoorCSH1AgAj
Santi,3_aout,1,Outdoor,CSH,1,Ag,Aj,0,Santi3_aout1OutdoorCSH1AgAj
Santi,3_aout,1,Outdoor,CSH,2,Ag,Aj,1,Santi3_aout1OutdoorCSH2AgAj
Santi,3_aout,1,Outdoor,CSH,2,Ag,Aj,0,Santi3_aout1OutdoorCSH2AgAj
Santi,3_aout,1,Outdoor,CSH,2,Ag,Aj,1,Santi3_aout1OutdoorCSH2AgAj
Santi,3_aout,1,Outdoor,CSH,2,Ag,Aj,0,Santi3_aout1OutdoorCSH2AgAj
Santi,3_aout,1,Outdoor,CSH,3,Ag,Aj,1,Santi3_aout1OutdoorCSH3AgAj
Santi,3_aout,1,Outdoor,CSH,3,Ag,Aj,1,Santi3_aout1OutdoorCSH3AgAj
Santi,3_aout,1,Outdoor,CSH,3,Ag,Aj,1,Santi3_aout1OutdoorCSH3AgAj
Santi,3_aout,1,Outdoor,CSH,3,Ag,Aj,1,Santi3_aout1OutdoorCSH3AgAj
Santi,3_aout,1,Outdoor,CSH,3,Ag,Aj,NA,Santi3_aout1OutdoorCSH3AgAj
Santi,3_aout,1,Outdoor,CSH,3,Ag,Aj,1,Santi3_aout1OutdoorCSH3AgAj
Santi,3_aout,1,Outdoor,CSH,3,Ag,Aj,1,Santi3_aout1OutdoorCSH3AgAj
Santi,3_aout,1,Outdoor,CSH,3,Ag,Aj,NA,Santi3_aout1OutdoorCSH3AgAj
Santi,3_aout,1,Outdoor,CSH,3,Ag,Aj,NA,Santi3_aout1OutdoorCSH3AgAj
Santi,3_aout,1,Outdoor,CSH,3,Ag,Aj,1,Santi3_aout1OutdoorCSH3AgAj
Santi,3_aout,1,Outdoor,CSH,3,Ag,Aj,1,Santi3_aout1OutdoorCSH3AgAj
Santi,3_aout,1,Outdoor,CSH,4,Ag,Aj,1,Santi3_aout1OutdoorCSH4AgAj
Santi,3_aout,1,Outdoor,CSH,5,Ag,Aj,0,Santi3_aout1OutdoorCSH5AgAj
Santi,3_aout,1,Outdoor,CSH,5,Ag,Aj,1,Santi3_aout1OutdoorCSH5AgAj
Santi,3_aout,1,Outdoor,CSH,5,Ag,Aj,NA,Santi3_aout1OutdoorCSH5AgAj
Santi,3_aout,2,Indoor,CSH,22,Ag,Aj,NA,Santi3_aout2IndoorCSH22AgAj
Santi,3_aout,2,Indoor,CSH,23,Ag,Aj,0,Santi3_aout2IndoorCSH23AgAj
Santi,3_aout,2,Outdoor,CSH,1,Ag,Aj,0,Santi3_aout2OutdoorCSH1AgAj
Santi,3_aout,3,Indoor,CSH,22,Ag,Aj,1,Santi3_aout3IndoorCSH22AgAj
Santi,3_aout,3,Indoor,CSH,23,Ag,Aj,1,Santi3_aout3IndoorCSH23AgAj
Santi,3_aout,3,Indoor,CSH,23,Ag,Aj,1,Santi3_aout3IndoorCSH23AgAj
Santi,3_aout,3,Indoor,CSH,23,Ag,Aj,1,Santi3_aout3IndoorCSH23AgAj
Santi,3_aout,3,Indoor,CSH,0,Ag,Aj,1,Santi3_aout3IndoorCSH0AgAj
Santi,3_aout,3,Indoor,CSH,0,Ag,Aj,1,Santi3_aout3IndoorCSH0AgAj
Santi,3_aout,3,Indoor,CSH,2,Ag,Aj,0,Santi3_aout3IndoorCSH2AgAj
Santi,3_aout,3,Indoor,CSH,3,Ag,Aj,0,Santi3_aout3IndoorCSH3AgAj
Santi,3_aout,3,Outdoor,CSH,23,Ag,Aj,1,Santi3_aout3OutdoorCSH23AgAj
Santi,3_aout,3,Outdoor,CSH,23,Ag,Aj,1,Santi3_aout3OutdoorCSH23AgAj
Santi,3_aout,3,Outdoor,CSH,0,Ag,Aj,1,Santi3_aout3OutdoorCSH0AgAj
Santi,3_aout,3,Outdoor,CSH,1,Ag,Aj,0,Santi3_aout3OutdoorCSH1AgAj
Santi,3_aout,3,Outdoor,CSH,1,Ag,Aj,1,Santi3_aout3OutdoorCSH1AgAj
Santi,3_aout,3,Outdoor,CSH,1,Ag,Aj,1,Santi3_aout3OutdoorCSH1AgAj
Santi,3_aout,3,Outdoor,CSH,1,Ag,Aj,NA,Santi3_aout3OutdoorCSH1AgAj
Santi,3_aout,3,Outdoor,CSH,1,Ag,Aj,NA,Santi3_aout3OutdoorCSH1AgAj
Santi,3_aout,3,Outdoor,CSH,1,Ag,Aj,NA,Santi3_aout3OutdoorCSH1AgAj
Santi,3_aout,3,Outdoor,CSH,2,Ag,Aj,NA,Santi3_aout3OutdoorCSH2AgAj
Santi,3_aout,3,Outdoor,CSH,2,Ag,Aj,0,Santi3_aout3OutdoorCSH2AgAj
Santi,3_aout,3,Outdoor,CSH,2,Ag,Aj,NA,Santi3_aout3OutdoorCSH2AgAj
Santi,3_aout,3,Outdoor,CSH,2,Ag,Aj,0,Santi3_aout3OutdoorCSH2AgAj
Santi,3_aout,3,Outdoor,CSH,2,Ag,Aj,0,Santi3_aout3OutdoorCSH2AgAj
Santi,3_aout,3,Outdoor,CSH,3,Ag,Aj,1,Santi3_aout3OutdoorCSH3AgAj
Santi,3_aout,3,Outdoor,CSH,4,Ag,Aj,1,Santi3_aout3OutdoorCSH4AgAj
Santi,3_aout,3,Outdoor,CSH,4,Ag,Aj,0,Santi3_aout3OutdoorCSH4AgAj
Santi,3_aout,3,Outdoor,CSH,5,Ag,Aj,0,Santi3_aout3OutdoorCSH5AgAj
Santi,3_aout,4,Indoor,CSH,22,Ag,Aj,1,Santi3_aout4IndoorCSH22AgAj
Santi,3_aout,4,Indoor,CSH,22,Ag,Aj,0,Santi3_aout4IndoorCSH22AgAj
Santi,3_aout,4,Indoor,CSH,0,Ag,Aj,NA,Santi3_aout4IndoorCSH0AgAj
Santi,3_aout,4,Indoor,CSH,0,Ag,Aj,1,Santi3_aout4IndoorCSH0AgAj
Santi,3_aout,4,Indoor,CSH,0,Ag,Aj,1,Santi3_aout4IndoorCSH0AgAj
Santi,3_aout,4,Indoor,CSH,0,Ag,Aj,1,Santi3_aout4IndoorCSH0AgAj
Santi,3_aout,4,Indoor,CSH,0,Ag,Aj,1,Santi3_aout4IndoorCSH0AgAj
Santi,3_aout,4,Indoor,CSH,0,Ag,Aj,1,Santi3_aout4IndoorCSH0AgAj
Santi,3_aout,4,Indoor,CSH,2,Ag,Aj,1,Santi3_aout4IndoorCSH2AgAj
Santi,3_aout,4,Indoor,CSH,2,Ag,Aj,NA,Santi3_aout4IndoorCSH2AgAj
Santi,3_aout,4,Indoor,CSH,2,Ag,Aj,0,Santi3_aout4IndoorCSH2AgAj
Santi,3_aout,4,Indoor,CSH,5,Ag,Aj,0,Santi3_aout4IndoorCSH5AgAj
Santi,3_aout,4,Indoor,CSH,22,Ag,Aj,1,Santi3_aout4IndoorCSH22AgAj
Santi,3_aout,4,Outdoor,CSH,22,Ag,Aj,0,Santi3_aout4OutdoorCSH22AgAj
Santi,3_aout,4,Outdoor,CSH,0,Ag,Aj,NA,Santi3_aout4OutdoorCSH0AgAj
Santi,3_aout,4,Outdoor,CSH,0,Ag,Aj,1,Santi3_aout4OutdoorCSH0AgAj
Santi,3_aout,4,Outdoor,CSH,0,Ag,Aj,0,Santi3_aout4OutdoorCSH0AgAj
Santi,3_aout,4,Outdoor,CSH,0,Ag,Aj,1,Santi3_aout4OutdoorCSH0AgAj
Santi,3_aout,4,Outdoor,CSH,1,Ag,Aj,0,Santi3_aout4OutdoorCSH1AgAj
Santi,3_aout,4,Outdoor,CSH,1,Ag,Aj,0,Santi3_aout4OutdoorCSH1AgAj
Santi,3_aout,4,Outdoor,CSH,1,Ag,Aj,0,Santi3_aout4OutdoorCSH1AgAj
Santi,3_aout,4,Outdoor,CSH,1,Ag,Aj,0,Santi3_aout4OutdoorCSH1AgAj
Santi,3_aout,4,Outdoor,CSH,1,Ag,Aj,0,Santi3_aout4OutdoorCSH1AgAj
Santi,3_aout,4,Outdoor,CSH,1,Ag,Aj,NA,Santi3_aout4OutdoorCSH1AgAj
Santi,3_aout,4,Outdoor,CSH,1,Ag,Aj,0,Santi3_aout4OutdoorCSH1AgAj
Santi,3_aout,4,Outdoor,CSH,2,Ag,Aj,0,Santi3_aout4OutdoorCSH2AgAj
Santi,3_aout,4,Outdoor,CSH,2,Ag,Aj,0,Santi3_aout4OutdoorCSH2AgAj
Santi,3_aout,4,Outdoor,CSH,2,Ag,Aj,0,Santi3_aout4OutdoorCSH2AgAj
Santi,3_aout,4,Outdoor,CSH,2,Ag,Aj,0,Santi3_aout4OutdoorCSH2AgAj
Santi,3_aout,4,Outdoor,CSH,2,Ag,Aj,0,Santi3_aout4OutdoorCSH2AgAj
Santi,3_aout,4,Outdoor,CSH,2,Ag,Aj,0,Santi3_aout4OutdoorCSH2AgAj
Santi,3_aout,2,Indoor,CSH,22,Ag,Aj,0,Santi3_aout2IndoorCSH22AgAj
Santi,3_aout,2,Indoor,CSH,22,Ag,Aj,1,Santi3_aout2IndoorCSH22AgAj
Santi,3_aout,2,Indoor,CSH,22,Ag,Aj,0,Santi3_aout2IndoorCSH22AgAj
Santi,3_aout,2,Indoor,CSH,23,Ag,Aj,1,Santi3_aout2IndoorCSH23AgAj
Santi,3_aout,2,Indoor,CSH,23,Ag,Aj,1,Santi3_aout2IndoorCSH23AgAj
Santi,3_aout,2,Indoor,CSH,23,Ag,Aj,1,Santi3_aout2IndoorCSH23AgAj
Santi,3_aout,2,Indoor,CSH,23,Ag,Aj,0,Santi3_aout2IndoorCSH23AgAj
Santi,3_aout,2,Indoor,CSH,23,Ag,Aj,1,Santi3_aout2IndoorCSH23AgAj
Santi,3_aout,2,Indoor,CSH,0,Ag,Aj,1,Santi3_aout2IndoorCSH0AgAj
Santi,3_aout,2,Indoor,CSH,1,Ag,Aj,NA,Santi3_aout2IndoorCSH1AgAj
Santi,3_aout,2,Indoor,CSH,1,Ag,Aj,1,Santi3_aout2IndoorCSH1AgAj
Santi,3_aout,2,Indoor,CSH,2,Ag,Aj,0,Santi3_aout2IndoorCSH2AgAj
Santi,3_aout,2,Indoor,CSH,2,Ag,Aj,NA,Santi3_aout2IndoorCSH2AgAj
Santi,3_aout,2,Indoor,CSH,2,Ag,Aj,1,Santi3_aout2IndoorCSH2AgAj
Santi,3_aout,2,Indoor,CSH,2,Ag,Aj,0,Santi3_aout2IndoorCSH2AgAj
Santi,3_aout,2,Indoor,CSH,2,Ag,Aj,0,Santi3_aout2IndoorCSH2AgAj
Santi,3_aout,2,Indoor,CSH,3,Ag,Aj,1,Santi3_aout2IndoorCSH3AgAj
Santi,3_aout,2,Indoor,CSH,4,Ag,Aj,1,Santi3_aout2IndoorCSH4AgAj
Santi,3_aout,2,Indoor,CSH,5,Ag,Aj,0,Santi3_aout2IndoorCSH5AgAj
Santi,3_aout,2,Outdoor,CSH,21,Ag,Aj,0,Santi3_aout2OutdoorCSH21AgAj
Santi,3_aout,2,Outdoor,CSH,22,Ag,Aj,0,Santi3_aout2OutdoorCSH22AgAj
Santi,3_aout,2,Outdoor,CSH,22,Ag,Aj,NA,Santi3_aout2OutdoorCSH22AgAj
Santi,3_aout,2,Outdoor,CSH,3,Ag,Aj,0,Santi3_aout2OutdoorCSH3AgAj
Santi,3_aout,2,Outdoor,CSH,5,Ag,Aj,0,Santi3_aout2OutdoorCSH5AgAj
Santi,4_septembre,1,Indoor,CSH,22,Ag,Aj,0,Santi4_septembre1IndoorCSH22AgAj
Santi,4_septembre,1,Indoor,CSH,23,Ag,Aj,1,Santi4_septembre1IndoorCSH23AgAj
Santi,4_septembre,1,Indoor,CSH,0,Ag,Aj,NA,Santi4_septembre1IndoorCSH0AgAj
Santi,4_septembre,1,Indoor,CSH,0,Ag,Aj,1,Santi4_septembre1IndoorCSH0AgAj
Santi,4_septembre,1,Indoor,CSH,0,Ag,Aj,1,Santi4_septembre1IndoorCSH0AgAj
Santi,4_septembre,1,Indoor,CSH,0,Ag,Aj,1,Santi4_septembre1IndoorCSH0AgAj
Santi,4_septembre,1,Indoor,CSH,1,Ag,Aj,1,Santi4_septembre1IndoorCSH1AgAj
Santi,4_septembre,1,Indoor,CSH,1,Ag,Aj,1,Santi4_septembre1IndoorCSH1AgAj
Santi,4_septembre,1,Indoor,CSH,1,Ag,Aj,1,Santi4_septembre1IndoorCSH1AgAj
Santi,4_septembre,1,Indoor,CSH,1,Ag,Aj,NA,Santi4_septembre1IndoorCSH1AgAj
Santi,4_septembre,1,Indoor,CSH,2,Ag,Aj,0,Santi4_septembre1IndoorCSH2AgAj
Santi,4_septembre,1,Indoor,CSH,2,Ag,Aj,1,Santi4_septembre1IndoorCSH2AgAj
Santi,4_septembre,1,Indoor,CSH,2,Ag,Aj,0,Santi4_septembre1IndoorCSH2AgAj
Santi,4_septembre,1,Indoor,CSH,2,Ag,Aj,1,Santi4_septembre1IndoorCSH2AgAj
Santi,4_septembre,1,Indoor,CSH,2,Ag,Aj,1,Santi4_septembre1IndoorCSH2AgAj
Santi,4_septembre,1,Indoor,CSH,3,Ag,Aj,0,Santi4_septembre1IndoorCSH3AgAj
Santi,4_septembre,1,Indoor,CSH,3,Ag,Aj,1,Santi4_septembre1IndoorCSH3AgAj
Santi,4_septembre,1,Outdoor,CSH,21,Ag,Aj,NA,Santi4_septembre1OutdoorCSH21AgAj
Santi,4_septembre,1,Outdoor,CSH,22,Ag,Aj,0,Santi4_septembre1OutdoorCSH22AgAj
Santi,4_septembre,1,Outdoor,CSH,22,Ag,Aj,1,Santi4_septembre1OutdoorCSH22AgAj
Santi,4_septembre,1,Outdoor,CSH,22,Ag,Aj,0,Santi4_septembre1OutdoorCSH22AgAj
Santi,4_septembre,1,Outdoor,CSH,23,Ag,Aj,0,Santi4_septembre1OutdoorCSH23AgAj
Santi,4_septembre,1,Outdoor,CSH,23,Ag,Aj,1,Santi4_septembre1OutdoorCSH23AgAj
Santi,4_septembre,1,Outdoor,CSH,23,Ag,Aj,NA,Santi4_septembre1OutdoorCSH23AgAj
Santi,4_septembre,1,Outdoor,CSH,1,Ag,Aj,NA,Santi4_septembre1OutdoorCSH1AgAj
Santi,4_septembre,1,Outdoor,CSH,1,Ag,Aj,0,Santi4_septembre1OutdoorCSH1AgAj
Santi,4_septembre,1,Outdoor,CSH,1,Ag,Aj,1,Santi4_septembre1OutdoorCSH1AgAj
Santi,4_septembre,1,Outdoor,CSH,1,Ag,Aj,1,Santi4_septembre1OutdoorCSH1AgAj
Santi,4_septembre,1,Outdoor,CSH,1,Ag,Aj,NA,Santi4_septembre1OutdoorCSH1AgAj
Santi,4_septembre,1,Outdoor,CSH,1,Ag,Aj,1,Santi4_septembre1OutdoorCSH1AgAj
Santi,4_septembre,1,Outdoor,CSH,1,Ag,Aj,0,Santi4_septembre1OutdoorCSH1AgAj
Santi,4_septembre,1,Outdoor,CSH,1,Ag,Aj,NA,Santi4_septembre1OutdoorCSH1AgAj
Santi,4_septembre,1,Outdoor,CSH,2,Ag,Aj,0,Santi4_septembre1OutdoorCSH2AgAj
Santi,4_septembre,1,Outdoor,CSH,2,Ag,Aj,NA,Santi4_septembre1OutdoorCSH2AgAj
Santi,4_septembre,1,Outdoor,CSH,2,Ag,Aj,0,Santi4_septembre1OutdoorCSH2AgAj
Santi,4_septembre,1,Outdoor,CSH,2,Ag,Aj,1,Santi4_septembre1OutdoorCSH2AgAj
Santi,4_septembre,1,Outdoor,CSH,2,Ag,Aj,0,Santi4_septembre1OutdoorCSH2AgAj
Santi,4_septembre,1,Outdoor,CSH,2,Ag,Aj,1,Santi4_septembre1OutdoorCSH2AgAj
Santi,4_septembre,1,Outdoor,CSH,2,Ag,Aj,1,Santi4_septembre1OutdoorCSH2AgAj
Santi,4_septembre,1,Outdoor,CSH,3,Ag,Aj,NA,Santi4_septembre1OutdoorCSH3AgAj
Santi,4_septembre,1,Outdoor,CSH,3,Ag,Aj,0,Santi4_septembre1OutdoorCSH3AgAj
Santi,4_septembre,1,Outdoor,CSH,3,Ag,Aj,NA,Santi4_septembre1OutdoorCSH3AgAj
Santi,4_septembre,1,Outdoor,CSH,3,Ag,Aj,1,Santi4_septembre1OutdoorCSH3AgAj
Santi,4_septembre,1,Outdoor,CSH,3,Ag,Aj,NA,Santi4_septembre1OutdoorCSH3AgAj
Santi,4_septembre,1,Outdoor,CSH,3,Ag,Aj,1,Santi4_septembre1OutdoorCSH3AgAj
Santi,4_septembre,1,Outdoor,CSH,4,Ag,Aj,0,Santi4_septembre1OutdoorCSH4AgAj
Santi,4_septembre,1,Outdoor,CSH,4,Ag,Aj,1,Santi4_septembre1OutdoorCSH4AgAj
Santi,4_septembre,1,Outdoor,CSH,4,Ag,Aj,NA,Santi4_septembre1OutdoorCSH4AgAj
Santi,4_septembre,1,Outdoor,CSH,4,Ag,Aj,1,Santi4_septembre1OutdoorCSH4AgAj
Santi,4_septembre,1,Outdoor,CSH,5,Ag,Aj,0,Santi4_septembre1OutdoorCSH5AgAj
Santi,4_septembre,1,Outdoor,CSH,5,Ag,Aj,0,Santi4_septembre1OutdoorCSH5AgAj
Santi,4_septembre,1,Outdoor,CSH,5,Ag,Aj,1,Santi4_septembre1OutdoorCSH5AgAj
Santi,4_septembre,1,Outdoor,CSH,5,Ag,Aj,0,Santi4_septembre1OutdoorCSH5AgAj
Santi,4_septembre,2,Indoor,CSH,21,Ag,Aj,0,Santi4_septembre2IndoorCSH21AgAj
Santi,4_septembre,2,Indoor,CSH,23,Ag,Aj,1,Santi4_septembre2IndoorCSH23AgAj
Santi,4_septembre,2,Indoor,CSH,23,Ag,Aj,0,Santi4_septembre2IndoorCSH23AgAj
Santi,4_septembre,2,Indoor,CSH,0,Ag,Aj,NA,Santi4_septembre2IndoorCSH0AgAj
Santi,4_septembre,2,Indoor,CSH,0,Ag,Aj,0,Santi4_septembre2IndoorCSH0AgAj
Santi,4_septembre,2,Indoor,CSH,1,Ag,Aj,0,Santi4_septembre2IndoorCSH1AgAj
Santi,4_septembre,2,Indoor,CSH,1,Ag,Aj,NA,Santi4_septembre2IndoorCSH1AgAj
Santi,4_septembre,2,Indoor,CSH,1,Ag,Aj,0,Santi4_septembre2IndoorCSH1AgAj
Santi,4_septembre,2,Indoor,CSH,1,Ag,Aj,1,Santi4_septembre2IndoorCSH1AgAj
Santi,4_septembre,2,Indoor,CSH,1,Ag,Aj,1,Santi4_septembre2IndoorCSH1AgAj
Santi,4_septembre,2,Indoor,CSH,1,Ag,Aj,0,Santi4_septembre2IndoorCSH1AgAj
Santi,4_septembre,2,Indoor,CSH,1,Ag,Aj,1,Santi4_septembre2IndoorCSH1AgAj
Santi,4_septembre,2,Indoor,CSH,2,Ag,Aj,NA,Santi4_septembre2IndoorCSH2AgAj
Santi,4_septembre,2,Indoor,CSH,3,Ag,Aj,1,Santi4_septembre2IndoorCSH3AgAj
Santi,4_septembre,2,Indoor,CSH,4,Ag,Aj,1,Santi4_septembre2IndoorCSH4AgAj
Santi,4_septembre,2,Indoor,CSH,4,Ag,Aj,0,Santi4_septembre2IndoorCSH4AgAj
Santi,4_septembre,2,Outdoor,CSH,23,Ag,Aj,0,Santi4_septembre2OutdoorCSH23AgAj
Santi,4_septembre,2,Outdoor,CSH,2,Ag,Aj,NA,Santi4_septembre2OutdoorCSH2AgAj
Santi,4_septembre,2,Outdoor,CSH,4,Ag,Aj,0,Santi4_septembre2OutdoorCSH4AgAj
Santi,4_septembre,3,Outdoor,CSH,22,Ag,Aj,1,Santi4_septembre3OutdoorCSH22AgAj
Santi,4_septembre,3,Outdoor,CSH,0,Ag,Aj,1,Santi4_septembre3OutdoorCSH0AgAj
Santi,4_septembre,3,Outdoor,CSH,1,Ag,Aj,1,Santi4_septembre3OutdoorCSH1AgAj
Santi,4_septembre,3,Outdoor,CSH,1,Ag,Aj,0,Santi4_septembre3OutdoorCSH1AgAj
Santi,4_septembre,3,Outdoor,CSH,2,Ag,Aj,1,Santi4_septembre3OutdoorCSH2AgAj
Santi,4_septembre,3,Outdoor,CSH,2,Ag,Aj,NA,Santi4_septembre3OutdoorCSH2AgAj
Santi,4_septembre,3,Outdoor,CSH,2,Ag,Aj,0,Santi4_septembre3OutdoorCSH2AgAj
Santi,4_septembre,3,Outdoor,CSH,3,Ag,Aj,0,Santi4_septembre3OutdoorCSH3AgAj
Santi,4_septembre,3,Outdoor,CSH,3,Ag,Aj,0,Santi4_septembre3OutdoorCSH3AgAj
Santi,4_septembre,3,Outdoor,CSH,3,Ag,Aj,0,Santi4_septembre3OutdoorCSH3AgAj
Santi,4_septembre,3,Outdoor,CSH,4,Ag,Aj,0,Santi4_septembre3OutdoorCSH4AgAj
Santi,4_septembre,3,Outdoor,CSH,4,Ag,Aj,0,Santi4_septembre3OutdoorCSH4AgAj
Santi,4_septembre,3,Outdoor,CSH,4,Ag,Aj,0,Santi4_septembre3OutdoorCSH4AgAj
Santi,4_septembre,3,Outdoor,CSH,4,Ag,Aj,1,Santi4_septembre3OutdoorCSH4AgAj
Santi,4_septembre,4,Indoor,CSH,20,Ag,Aj,0,Santi4_septembre4IndoorCSH20AgAj
Santi,4_septembre,4,Indoor,CSH,21,Ag,Aj,1,Santi4_septembre4IndoorCSH21AgAj
Santi,4_septembre,4,Indoor,CSH,23,Ag,Aj,0,Santi4_septembre4IndoorCSH23AgAj
Santi,4_septembre,4,Indoor,CSH,23,Ag,Aj,1,Santi4_septembre4IndoorCSH23AgAj
Santi,4_septembre,4,Indoor,CSH,23,Ag,Aj,0,Santi4_septembre4IndoorCSH23AgAj
Santi,4_septembre,4,Indoor,CSH,23,Ag,Aj,1,Santi4_septembre4IndoorCSH23AgAj
Santi,4_septembre,4,Indoor,CSH,23,Ag,Aj,0,Santi4_septembre4IndoorCSH23AgAj
Santi,4_septembre,4,Indoor,CSH,23,Ag,Aj,0,Santi4_septembre4IndoorCSH23AgAj
Santi,4_septembre,4,Indoor,CSH,0,Ag,Aj,0,Santi4_septembre4IndoorCSH0AgAj
Santi,4_septembre,4,Indoor,CSH,0,Ag,Aj,0,Santi4_septembre4IndoorCSH0AgAj
Santi,4_septembre,4,Indoor,CSH,0,Ag,Aj,0,Santi4_septembre4IndoorCSH0AgAj
Santi,4_septembre,4,Indoor,CSH,0,Ag,Aj,0,Santi4_septembre4IndoorCSH0AgAj
